name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,lyrics,mood
Dancing Through Sunday,Sing The Sorrow,AFI,4O5GKVbnQ8U9BxYWu0hIug,2003,47,146666,0.555,0.0029100000000000003,0.98,0.0,0.279,0.643,-2.849,0.0947,114.078,3,4,"
Will you join me in this dance, this dance of misery
Cradled in imposs- impossibility?
Swooning, I am swept away
Swept off my feet, with step by step by step
We take the lead as drop by drop, we start, to bleed


(Oh, we dance in misery)
And we dance on, and we dance on
(Oh, we dance in misery)
All lost in the arms of our misery, oh
(Oh, we dance in misery)
And we dance on, and we dance on
Swept off our feet by misery, we're swept into the shadows


Will you lend yourself to beauty that will horrify?
Let me hide within your black, the still inside your eyes
Deafened, caught within a cry
So sensual, as step by step by step, I separate
As breath to breath, I suffocate


(Oh, we dance in misery)
And we dance on, and we dance on
(Oh, we dance in misery)
All lost in the arms of our misery, oh
(Oh, we dance in misery)
And we dance on, and we dance on
Swept off our feet by misery, we're swept into the shadows


So who will follow?
Who is the lead?
I know I'll leave a stain, because I bleed
As we dance, we all dance
We all have no chance in this horrid romance




(Oh, we dance in misery)
And we dance on, and we dance on
(Oh, we dance in misery)
All lost in the arms of our misery, oh
(Oh, we dance in misery)
And we dance on, and we dance on
Swept off our feet by misery, we're swept into the shadows
Swept off our feet by misery, we're swept into the shadows",Energetic
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Sloan,1TQXIltqoZ5XXyfCbAeSQQ,2019-06-28,78,197732,0.629,0.7609999999999999,0.327,2.9600000000000005e-05,0.103,0.381,-8.285,0.029,74.953,11,4,"
Yelling at the sky
Screaming at the world
Baby, why'd you go away?
I’m still your girl
Holding on too tight
Head up in the clouds
Heaven only knows where you are now


How do I love, how do I love again?
How do I trust, how do I trust again?


I stay up all night, tell myself I'm alright
Baby, you're just harder to see than most
I put the record on, wait ’til I hear our song
Every night, I'm dancing with your ghost
Every night, I'm dancing with your ghost


Never got the chance
To say your last goodbye
I gotta move on
But it hurts to try


How do I love, how do I love again?
How do I trust, how do I trust again?


I stay up all night, tell myself I'm alright
Baby, you're just harder to see than most
I put the record on, wait 'til I hear our song
Every night, I'm dancing with your ghost
Every night, I'm dancing with your ghost


How do I love, how do I love again?
How do I trust, how do I trust again?


I stay up all night, tell myself I’m alright
Baby, you’re just harder to see than most
I put the record on, wait 'til I hear our song
Every night, I’m dancing with your ghost
Every night, I'm dancing with your ghost
Every night, I'm dancing with your ghost",Sad
Dani California,Stadium Arcadium,Red Hot Chili Peppers,10Nmj3JCNoMeBQ87uw5j8k,2006-05-09,77,282160,0.556,0.0193,0.913,8.59e-06,0.34600000000000003,0.73,-2.36,0.0437,96.184,0,4,"


Gettin' born in the state of Mississippi
Poppa was a copper and her momma was a hippie
In Alabama, she would swing a hammer
Price you gotta pay when you break the panorama
She never knew that there was  anything more than poor
What in the world, what does your company take me for?
Black bandana, sweet Louisiana
Robbin' on a bank in the state of Indiana
She's a runner, rebel and a stunner
On her merry way sayin', ""Baby, what you gonna—?""
Lookin' down the barrel of a hot metal .45
Just another way to survive


California, rest in peace
Simultaneous release
California, show your teeth
She's my priestess, I'm your priest, yeah, yeah


She's a lover, baby and a fighter
Shoulda seen her comin' when it got a little brighter
With a name like Dani California
Day was gonna come when I was gonna mourn ya
A little loaded, she was stealin' another breath
I love my baby to death


California, rest in peace
Simultaneous release
California, show your teeth
She's my priestess, I'm your priest, yeah, yeah


Who knew the other side of you?
Who knew what others died to prove?
Too true to say goodbye to you
Too true to say, say, say


Push the fader, gifted animator
One for the now and eleven for the later
Never made it up to Minnesota
North Dakota man was a gunnin' for the quota
Down in the Badlands, she was savin' the best for last
It only hurts when I laugh
Gone too fast


California, rest in peace
Simultaneous release
California, show your teeth
She's my priestess, I'm your priest, yeah, yeah
California, rest in peace (Do svidaniya)
Simultaneous release (California)
California, show your teeth (Do svidaniya)
She's my priestess, I'm your priest, yeah, yeah

",Energetic
Dark Side of the Gym,Sleep Well Beast,The National,1OdpIb0nzhDcqwkiYp0O1u,2017-09-08,52,290093,0.642,0.726,0.475,0.7859999999999999,0.12,0.453,-11.404000000000002,0.0294,103.955,2,3,"
The first time I saw you, you were walking out
I wanted to ask if you could stay
But you were on something with your friends around
There was nothing I could say


But I'm gonna keep you in love with me for a while
I'm gonna keep you in love with me


The next time I saw you, you were breaking down
A million years had gone away
You looked right at me, and I just turned around
There was still nothing I could say


But I'm gonna keep you in love with me for a while
I'm gonna keep you in love with me
I'm gonna keep you in love with me for a while
I'm gonna keep you in love with me


I have dreams of anonymous castrati
Singing to us from the trees
I have dreams of the first man and first lady
Singing to us from the sea


So I'm gonna keep you in love with me for a while
I'm gonna keep you in love with me
I'm gonna keep you in love with me for a while
I'm gonna keep you in love with me


I have dreams of anonymous castrati
Singing to us from the trees
I have dreams of the first man and first lady
Singing to us from the sea",Sad
Darkest Hour,Darkest Hour,Low Roar,36I7pi5g6XZJm3bcgqmLyE,2019-10-18,29,179520,0.6940000000000001,0.612,0.359,0.738,0.13699999999999998,0.348,-16.105,0.0408,125.077,9,4,"Home's so far away
And I'm so far from home
My enemies are near
But still I cannot touch
What I want the most

And in my darkest hour
Shines my brightest light
And when they call my name
I'm just thankful that I met you, babe

Was it my mistake
To never fill the space?
It was love not hate
That made me hurt the thing
I truly love the most

And in my darkest hour
Shines my brightest light
And when the doves fly in
I'm just thankful that I met you, babe

It's a love that you cannot replace
A moment caught in time and space
I'm just thankful that I met you, babe",Sad
Dawning,Dawning,Light of Sun,56ag77KIUFvxJhA1gdObsq,2019-08-26,58,206419,0.526,0.64,0.471,0.8170000000000001,0.096,0.28600000000000003,-11.965,0.0424,119.972,0,4,"A dark cloud rises over me
Manifesting as blight on my mind
Increasing the eagerness
To close my eyes and lay myself to rest
Lay myself to rest

Maybe I ́ll find my sleep
At the bottom of this bottle
I ́ve been seeking for so long
I ́ll let it all drown inside of me
And never really let it come to surface

Light the Beacon
Guide me to peace
Lead me to a safe harbour
But i can find no rest in this
Dreamless state of unconsciousness

Guide me to peace
Light the Beacon

Where is the flame
That gives me light
In these dark days
Just a spark might suffice
To ignite the ember once again
Before this fire within
Finally extinguishes

We pray for the sunrise
This feels like an endless night
No matter how hard we try

There ́s darkness inside
We pray for the sunrise
It feels like an endless night
The bliss of the dawning light
Got out of my sight

Sun rises again
A new day is calling me
The sun will rise
-",Calm
Dear Diary,Dear Diary,Anthony Ramos,5AqPW3fH2H4ORBYTVwfHep,2019-07-19,0,216933,0.474,0.5870000000000001,0.41,3.97e-06,0.114,0.37,-9.373,0.0644,125.085,7,3,"
Hey there Mama, can you tell me how you been?
I know I said I'll be back in two months, and I been gone ever since
Went across the country to chase the things that I'm needing to grow
So I had to get away from you and everything I ever known
So I'm gon' go for the winter
And everything you said I’ma hold and remember
But we ain’t always gonna see eye to eye and
I’m gonna make mistakes but I’m tryin'
I’m doing the best I can, oh
To see who I really am, yeah


It don’t matter where life leads me
If you call and say that you need me
I’ll be comin’ home, I’ll be comin’ home, yeah
You taught me how to never lose hope and
You told me that your door’s always open
So I’ll be comin’ home, I’ll be comin’ home


Hey there Papa, I wish I knew where you been
We talked two months ago and I ain't heard from you since
I'm not gonna lie I was a little messed up from the last text you sent
But thank God for Mama, yeah, she taught me how to forgive
Look


So it don’t matter where life leads me
If you call and say that you need me
I’ll be comin’ home, I’ll be comin’ home (Oh yeah)
We’re broken but I’ll never lose hope and
I promise that my door’s always open
If you’re comin’ home, if you’re comin’ home


Yeah, project livin' (yeah)
Late nights in Linden park chillin' (Uh huh)
Jean's crib with Randy, Rob, and Ruben (Yeah)
Mama Frida’s pork chops got us feelin’ (Mm)
(So good)
Took some shit for granted
Didn’t always have much we managed
To all of my family, and all of the homies
Who taught me what home is
I want you to know this


It don’t matter where life leads me (No, no)
If you call and say that you need me
I’ll be comin’ home, I’ll be comin’ home (Oh-oh, yeah)
You taught me how to never lose hope and
You love me with your arms wide open
So I’ll be comin’ home, I’ll be comin’ home (Yeah)
Mm-mm-mm, mm-mm-mm, mm-mm-mm, mm-mm (Yeah)
You taught me how to never lose hope and
I love you with my arms wide open
I’ll be comin’ home, I’ll be comin’ home, yeah",Sad
Deep Dark Jungle,Deep Dark Jungle,Nicky Romero,0FTDvOs2mzgHAqL31PBXO5,2019-03-08,0,145714,0.5870000000000001,0.000405,0.97,0.772,0.202,0.146,-4.512,0.21600000000000005,128.069,8,4,"

I'll take you back to the deep dark jungle, jungle
I'll take you back to the deep dark jungle, jungle

I'll take you back to the deep dark jungle

I'll take you back to the deep dark jungle, jungle
I'll take you back to the deep dark jungle, jungle
Deep dark jungle, jungle",Happy
Desire Lines,Split,Lush,63JP68VirmCXtWRoMTX8Xi,1994,39,459506,0.379,0.000169,0.652,0.0043,0.077,0.0724,-5.4060000000000015,0.0325,121.035,9,4,"
It's raining in this room
And it's so hot outside this room
I don't know no one here
I don't want to be here
In this room


We hold parties in our sleep
We fill ourselves up in our sleep
And I'll heal you when you're ill
Though it's hard keeping still
In our sleep


Pries the hair out of her mouth
Whilst the circus is heading south
While we search in the sand, don't ask them to understand
Why they cover up their hands
And their mouths",Sad
Devotion And Desire,Bayside,Bayside,27O9FuS1UIm6ZyLplgLQAH,2005-08-23,54,209626,0.29600000000000004,0.0007019999999999999,0.9,0.0,0.339,0.28600000000000003,-4.918,0.0922,184.256,2,4,"
Trying to create something that's not there
A spark I saw as a bomb is just a means to an end
And I was just so happy to be out of my shell again
Don't think that I really cared for who or what
So for now I'll just have to keep it shut


If you're not ready, you're not ready
Please stop acting like you are


How could I know
That everything you say are lies
About devotion and desire?
And I know the spark
Inside your eyes was just the match
I used to set myself on fire


My mouth's shooting blanks
Situation's unbearable
I've gotten vulnerable
Now anyone is free to waltz right in
My temple's been invaded
And there's nobody guarding it
All over this lonely life
But what's so wrong with being all alone?
Alone's the only way I've ever known


If you're not ready, you're not ready
Please stop acting like you are


How could I know
That everything you say are lies
About devotion and desire?
And I know the spark
Inside your eyes was just the match
I used to set myself on fire


And I'm pleading
'Cause this kills and
It's still bleeding
My darling
I'm taking
My life back
To start healing


How could I know
That everything you say are lies
About devotion and desire?
And I know the spark
Inside your eyes was just the match
I used to set myself on fire",Energetic
Dive,The Soft Cavalry,The Soft Cavalry,5TvkWUGywzfVF5HQ9uySVF,2019-07-05,0,255384,0.434,0.0418,0.531,0.00021,0.0941,0.0935,-10.05,0.0305,156.155,2,4,"
Water's deep
It's not safe
To dive

Water's deep
It's not safe
To dive


The fishing lines
Get all untangled
Pentagons that head by the coast (?)

Silently glide by
Without a care


Water's clear
No one's askin' why

Water's clear
No one's askin' why


Silver linings
And cloud formations
An act of God guiding the tornado
Quietly away from us


Ooh, ooh, ooh, ooh
Ooh


Revelations of rain and shadows
Mysteries of the great unknown
We head to the shore

Colored blues sweep
That line the oceans
Sheltered worlds hanging from the surface
If only did take
The time to look


Water's deep
Dive

Water's deep
Dive
Dive
Dive
Dive",Sad
Do Bad Well (feat. Nevve),Do Bad Well (feat. Nevve),KSHMR,7zHrHnVSQwI95FGHewXDl8,2019-10-11,62,204374,0.604,0.0512,0.894,0.000315,0.234,0.415,-4.755,0.113,127.964,5,4,"
Oh, my daddy taught me well
There's some devils in heaven and some angels in hell
So promise me child, when they pull your card
You'll know, you'll know which one you are
Ooh, oh ooh
Yeah, my daddy taught me well (Hey)
Ooh, oh ooh
If you can't do good, better do bad well


If you can't do good, better do bad well


I don't believe in miracles
Flickers in the night
I know when something is worth it
I know how to fight
They never see the story, only wrong from right
It's just like you told me
Oh, I still remember the night


Oh, my daddy taught me well
There's some devils in heaven and some angels in hell
So promise me child, when they pull your card
You'll know, you'll know which one you are (Yeah)
Ooh, oh ooh
Yeah, my daddy taught me well (Hey)
Ooh, oh ooh
If you can't do good, better do bad well


(There's some devils in heaven and some angels in hell)
If you can't do good, better do bad well",Energetic
Do It Again,Do It Again,Steve Aoki,5yzzy7Hevww3RDntQM5mG1,2019-04-19,0,176129,0.701,0.119,0.95,0.00355,0.221,0.477,-3.026,0.0675,124.002,9,4,"
Do it again
Do it again
Do it again
Do it again
Do it again
Do it again
Do it again
Do it again


Oh my God, what have I done? (Do it again)
All I wanted was a little fun (Do it again)
Got a brain like bubblegum (Do it again)
Blowing up my cranium (Do it again)
Oh my God, what have I done? (Do it again)
All I wanted was a little fun (Do it again)
Got a brain like bubblegum (Do it again)
Blowing up my cranium (Do it again)
Oh my God, what have I done? (Do it again)
All I wanted was a little fun (Do it again)
Got a brain like bubblegum (Do it again)
Blowing up my cranium (Do it again)
Oh my God, what have I done? (Do it again)
All I wanted was a little fun (Do it, do it, do it again)


Do it again
Do it again
Do it again
Do it again
Do it again
Do it again
Do it again
Do it again


Turn off my robotic brain
All my thoughts are all the same
All insane
Do it again


Oh my God, what have I done? (Do it again)
All I wanted was a little fun (Do it again)
Got a brain like bubblegum (Do it again)
Blowing up my cranium (Do it again)
Oh my God, what have I done? (Do it again)
All I wanted was a little fun (Do it again)
Got a brain like bubblegum (Do it again)
Blowing up my cranium (Do it again)


Do it again
Do it again
Do it again
Do it again
Do it again
Do it again
Do it again
Do it again


Do it again
Do it again
Do it again
Do it again
Do it again
Do it again
Do it again
Do it again
Do it again",Energetic
Don't Stop,Rumours,Fleetwood Mac,4SXU3lUZ1eb4JWWbkQw43Y,1977-02-04,0,192133,0.6859999999999999,0.0398,0.632,2.2e-06,0.0686,0.88,-11.433,0.0353,118.965,9,4,"
If you wake up and don't wanna smile
If it takes just a little while
Open your eyes and look at the day
You'll see things in a different way


Don't stop thinking about tomorrow
Don't stop, it'll soon be here
It'll be better than before
Yesterday's gone, yesterday's gone


Why not think about times to come
And not about the things that you've done?
If your life was bad to you
Just think what tomorrow will do


Don't stop thinking about tomorrow
Don't stop, it'll soon be here
It'll be better than before
Yesterday's gone, yesterday's gone


All I want is to see you smile
If it takes just a little while
I know you don't believe that it's true
I never meant any harm to you


Don't stop thinking about tomorrow
Don't stop, it'll soon be here
It'll be better than before
Yesterday's gone, yesterday's gone


Don't stop thinking about tomorrow
Don't stop, it'll soon be here
It'll be better than before
Yesterday's gone, yesterday's gone


Ooh, don't you look back
Ooh, don't you look back
Ooh, don't you look back
Ooh, don't you look back",Happy
Don’t Delete The Kisses,Visions Of A Life,Wolf Alice,1LomCMl5wD3MPVlC6smUHe,2017-09-29,59,275226,0.604,0.0011,0.789,0.828,0.368,0.348,-6.259,0.0273,122.032,5,4,"
I see the signs of a lifetime, you 'til I die
And I'm swiftly out, Irish goodbye


What if it's not meant for me?
Love
What if it's not meant for me?
Love


I'd like to get to know you
I'd like to take you out
We'd go to The Hail Mary
And afterwards make out
Instead, I'm typing you a message
That I know I'll never send
Rewriting old excuses
Delete the kisses at the end
When I see you, the whole world reduces
To just that room
And then I remember and I'm shy
That gossip's eye will look too soon
And then I'm trapped, overthinking
And yeah, probably self-doubt
You tell me to get over it
And to take you out
But I can't, I'm too scared
And here's the night bus, I have to go
And the doors are closing, and you were waving
And I like you, and I'll never let it show
And you won't wait, and maybe I won't mind
I work better on my own
And now I'm home, a little bit drunk
And I ask myself


What if it's not meant for me?
Love
What if it's not meant for me?
Love


A few days pass since I last saw you
And you've taken over my mind
I'm retelling jokes you made that made me laugh
Pretending that they're mine
I wanna tell the whole world about you
I think that that's a sign
I'm losing self-control and it's you
It really is, one thousand times
I look at your picture and I smile
How awful's that? I'm like a teenage girl
I might as well write all over my notebook
That you ""rock my world""
But you do, you really do
You've turned me upside down
And that's okay, I'll let it happen
'Cause I like having you around
I'm electric, a romantic cliché
Yeah, they really are all true
When we catch eyes at that stupid party
I know exactly what to do
I'll take your hand, and we will leave
French exits from me and you
And now I'm home, a little bit drunk
Some things don't change
And I know now


Me and you were meant to be
In love
Me and you were meant to be
In love
Me and you


I see the signs of a lifetime, you 'til I die",Sad
Down On The Corner,Willy And The Poor Boys (40th Anniversary Edition),Creedence Clearwater Revival,4YMLW13PuuO7o3jkIWlKAs,1969-11-02,0,166280,0.831,0.594,0.544,0.00389,0.0736,0.856,-9.288,0.0837,108.177,0,4,"
Early in the evenin', just about supper time
Over by the courthouse they're starting to unwind
Four kids on the corner trying to bring you up
Willy picks a tune out and he blows it on the harp


Down on the corner, out in the street
Willy and the Poor Boys are playin'
Bring a nickel; tap your feet


Rooster hits the washboard and people just got to smile
Blinky thumps the gut bass and solos for a while
Poorboy twangs the rhythm out on his Kalamazoo
Willy goes into a dance and doubles on kazoo


Down on the corner, out in the street
Willy and the Poor Boys are playin'
Bring a nickel; tap your feet




Down on the corner, out in the street
Willy and the Poor Boys are playin'
Bring a nickel; tap your feet


You don't need a penny just to hang around
But if you've got a nickel, won't you lay your money down?
Over on the corner there's a happy noise
People come from all around to watch the magic boy


Down on the corner, out in the street
Willy and the Poor Boys are playin'
Bring a nickel; tap your feet

Down on the corner, out in the street
Willy and the Poor Boys are playin'
Bring a nickel; tap your feet

Down on the corner, out in the street
Willy and the Poor Boys are playin'
Bring a nickel; tap your feet",Happy
Dragula,Hellbilly Deluxe,Rob Zombie,6Nm8h73ycDG2saCnZV8poF,1998-01-01,70,222826,0.591,8.740000000000001e-05,0.963,0.000107,0.0781,0.609,-6.489,0.0531,125.03,0,4,"
Superstition, fear, and jealousy


Dead I am the one, exterminatin' son
Slippin' through the trees, stranglin' the breeze
Dead I am the sky, watchin' angels cry
While they slowly turn, conquering the worm


Dig through the ditches
And burn through the witches
I slam in the back of my Dragula
Dig through the ditches
And burn through the witches
I slam in the back of my Dragula


Dead I am the pool, spreading from the fool
Weak and want you need, nowhere as you bleed
Dead I am the rat, feast upon the cat
Tender is the fur, dying as you purr


Dig through the ditches
And burn through the witches
I slam in the back of my Dragula
Dig through the ditches
And burn through the witches
I slam in the back of my Dragula


Do it baby, do it baby
Do it baby, do it baby
Burn like an animal


Dead I am the life, dig into the skin
Knuckle, crack the bone, 21 to win
Dead I am the dog, hound of hell, you cry
Devil on your back, I can never die


Dig through the ditches
And burn through the witches
I slam in the back of my Dragula
Dig through the ditches
And burn through the witches
I slam in the back of my Dragula


Do it baby, do it baby
Do it baby, do it baby
Burn like an animal


Dig through the ditches
And burn through the witches
I slam in the back of my Dragula
Dig through the ditches
And burn through the witches
I slam in the back of my Dragula
Dig through the ditches
And burn through the witches
I slam in the back of my Dragula",Energetic
Dreams Tonite,Antisocialites,Alvvays,0DRvClQbN9znQ295sx76VC,2017-09-08,62,196026,0.511,0.0108,0.622,4.51e-06,0.127,0.425,-5.727,0.0242,99.934,2,4,"
Rode here on the bus, now you're one of us
It was magic hour
Counting motorbikes on the turnpike
One of Eisenhower's


Live your life on a merry-go-round
Who starts a fire just to let it go out?


If I saw you on the street, would I have you in my dreams tonight?
If I saw you on the street, would I have you in my dreams tonight, tonight?


On a weird guitar
Said you wrote a while
In the waking hour
In fluorescent light
Antisocialites
Watch a wilting flower


Live your life on a merry-go-round
Who builds a wall just to let it fall down?


If I saw you on the street, would I have you in my dreams tonight?
If I saw you on the street, would I have you in my dreams tonight?
Tonight?
If I saw you on the street, would I have you in my dreams tonight?
Tonight?
Don't let motion distort everything
If I saw you on the street, would I have you in my dreams tonight?
Tonight?
Don't let motion distort everything


Don't sit by the phone for me
Wait at home for me, all alone for me
Your face was supposed to be hanging over me like a rosary
So morose for me; seeing ghosts of me
Writing oaths to me, is it so naive to wonder...


If I saw you on the street, would I have you in my dreams tonight?
Tonight?
Don't let motion distort everything
If I saw you on the street, would I have you in my dreams tonight?
Tonight?
Don't let motion distort everything
If I saw you on the street, would I have you in my dreams tonight?
Tonight?
Don't let motion distort everything
If I saw you on the street, would I have you in my dreams tonight?
Tonight?
Don't let motion distort everything",Sad
Driver's Seat,Fickle Heart (Plus Two Bonus Cuts),Sniff 'n' The Tears,0fJFBbpUxTwjhh1ScBQjeX,1978,56,240746,0.754,0.0186,0.804,0.0604,0.207,0.972,-7.189,0.0368,132.967,11,4,"Doing all right
A little jiving on a Saturday night
And come what may
Gonna dance the day away

Jenny was sweet
She always smiled for the people she'd meet
On trouble and strife
She had another way of looking at life

The news is blue (the news is blue)
It has its own way to get to you (ooh)
What can I do? (what can I do?)
I'll never remember my time with you

Pick up your feet
Got to move to the trick of the beat
There is no elite
Just take your place in the driver's seat

Driver's seat, ooh
Driver's seat, yeah

We're doing all right (ooh)
A little jiving on a Saturday night (yeah)
And come what may (ooh)
Gonna dance the day away (yeah)

Driver's seat, ooh
Driver's seat, yeah

Jenny was sweet (ooh)
There is no elite (yeah)
Pick up your feet (ooh)
Pick up, pick up (yeah)
Pick up your feet (ooh)
Gonna dance the day away (yeah)

Driver's seat, ooh
Driver's seat, yeah
Driver's seat, ooh
Driver's seat, yeah

Yeah
Driver's seat",Happy
Duality,Vol. 3: The Subliminal Verses,Slipknot,61mWefnWQOLf90gepjOCb3,2004,76,252613,0.354,0.000237,0.982,0.000294,0.204,0.194,-3.026,0.168,143.77200000000005,4,4,"
I push my fingers into my eyes
It's the only thing that slowly stops the ache
But it's made of all the things I have to take
Jesus, it never ends, it works its way inside
If the pain goes on


I have screamed until my veins collapsed
I've waited as my time's elapsed
Now all I do is live with so much fate
I've wished for this, I've bitched at that
I've left behind this little fact
You cannot kill what you did not create
I've gotta say what I've gotta say
And then I swear I'll go away
But I can't promise you'll enjoy the noise
I guess I'll save the best for last
My future seems like one big past
You're left with me 'cause you left me no choice


I push my fingers into my eyes
It's the only thing that slowly stops the ache
If the pain goes on, I'm not gonna make it


Put me back together or separate the skin from bone
Leave me all the pieces, then you can leave me alone
Tell me the reality is better than the dream
But I found out the hard way, nothing is what it seems


I push my fingers into my eyes
It's the only thing that slowly stops the ache
But it's made of all the things I have to take
Jesus, it never ends, it works its way inside
If the pain goes on, I'm not gonna make it


All I've got, all I've got is insane
All I've got, all I've got is insane
All I've got, all I've got is insane
All I've got, all I've got is insane
All I've got, all I've got is insane
All I've got, all I've got is insane


I push my fingers into my eyes
It's the only thing that slowly stops the ache
But it's made of all the things I have to take
Jesus, it never ends, it works its way inside
If the pain goes on, I'm not gonna make it


All I've got, all I've got is insane
All I've got, all I've got is insane
All I've got, all I've got is insane
All I've got, all I've got is insane
All I've got, all I've got is insane",Energetic
Duck And Run,The Better Life,3 Doors Down,0s8OsDxW96cl290PcsI2mX,2000,43,230600,0.524,0.0149,0.919,7.049999999999999e-05,0.131,0.848,-5.505,0.0436,87.931,4,4,"
To this world, I'm unimportant
Just because I have nothing to give
So you call this your free country
Tell me why it costs so much to live
Tell me why


This world can turn me down
But I won’t turn away (oh no)
I won’t turn around


All my work and endless measures
Never seem to get me very far
Walk a mile just to move an inch now
Even though I'm trying so damn hard
I'm trying so hard


This world can turn me down
But I won’t turn away
And I won’t duck and run
'Cause I'm not built that way
When everything is gone
There is nothing there to fear
This world cannot bring me down
No, 'cause I'm already here


Oh, no, I am already here
Down on my knees
I am already here (on no)
I'm already here
I must have told you a thousand times
I'm not running away


I won’t duck and run
I won’t duck and run
I won’t duck and run
No, I won't pass away


This world can turn me down
But I won’t turn away
And I won’t duck and run
'Cause I'm not built that way
When everything is gone
There is nothing there to fear
This world cannot bring me down
No, 'cause I'm already here
This world can turn me down
But I won’t turn away
And I won’t duck and run
'Cause I'm not built that way
When everything is gone
There is nothing there to fear
This world cannot bring me down
No, 'cause I'm already here",Energetic
Dust On The Ground,Flaws,Bombay Bicycle Club,2SbIONplUQ0BvXyRgGDgCz,2010-01-01,0,243752,0.605,0.757,0.319,0.00237,0.116,0.273,-10.892,0.0306,109.603,10,4,"It's that ancient love
That you won't outgrow
It's the fee you pay
It's the debt you owe
It's that subtle way
That you throw me down
And I'm inches above
The dust on the ground

And I await your call
I await your crown
So let's change our roads
And twist the mould around
It's that subtle way
You throw me down
And I'm inches above
The dust on the ground

And always quiet
Always quiet now
And always silent
Always silent now
No I don't hide it
I don't hide it now

It's that ancient love
That just moves along
And there's an itch so slight
Even when you're gone
Well I met you right
But I kept you wrong
And I must wait until I've found the ground that you are walking on

And always quiet
Always quiet now
And always silent
Always silent now
No I don't hide it
I don't hide it now
No I don't hide it
I don't hide it now",Sad
Easily,A Song For Every Moon,Bruno Major,2k9N4caeCIJLOWwWwssrEM,2017-08-31,76,210240,0.772,0.491,0.256,0.00612,0.14400000000000002,0.35700000000000004,-8.545,0.0481,118.902,7,3,"
Don't you tell me that it wasn't meant to be
Call it quits, call it destiny
Just because it won't come easily
Doesn't mean we shouldn't try


We had a good thing going lately
Might not have always been a fairy tale
But you know and I know that they ain't real
I'll take the truth over the story


You might have tried my patience lately
But I'm not about to let us fail
I'll be the wind picking up your sail
But won't you do something for me?


Don't you tell me that it wasn't meant to be
Call it quits, call it destiny
Just because it won't come easily
Doesn't mean we shouldn't try


Coming and going
Inside out and back to front
All tangled and messy
That's how we've been and we'll always be
And that's alright with me


Don't you tell me that it wasn't meant to be
Call it quits, call it destiny
Just because it won't come easily
Doesn't mean we shouldn't try, try, try
Just because it won't come easily
Doesn't mean we shouldn't try


Just because it won't come easily
Doesn't mean we shouldn't try, try, try
Just because it won't come easily
Doesn't mean we shouldn't try",Sad
Easy Lover,Chinese Wall,Philip Bailey,7INi4pMPG4IE0Smx5y4KVf,1985-03-20,68,304506,0.7490000000000001,0.0674,0.6990000000000001,0.00192,0.0763,0.935,-13.108,0.0371,128.904,1,4,"
Easy lover
She'll get a hold on you believe it
Like no other
Before you know it you'll be on your knees
She's an easy lover
She'll take your heart but you won't feel it
She's like no other
And I'm just trying to make you see


She's the kind of girl you dream of
Dream of keeping hold of
You'd better forget it
You'll never get it
She will play around and leave you
Leave you and deceive you
Better forget it
Oh you'll regret it


No you'll never change her, so leave it, leave it
Get out quick cause seeing is believing
It's the only way
You'll ever know, oh


She's an easy lover
She'll get a hold on you believe it
Like no other
Before you know it you'll be on your knees
She's an easy lover
She'll take your heart but you won't feel it
She's like no other
And I'm just trying to make you see


You're the one that wants to hold her
Hold her and control her
You'd better forget it
You'll never get it
Oh she'll say that there's no other
Till she finds another
Better forget it
Oh you'll regret it


And don't try to change her, just leave it, leave it
You're not the only one, ooh seeing is believing
It's the only way
You'll ever know, oh




Now don't try to change her, just leave it, leave it
You're not the only one, cause seeing is believing
It's the only way
You'll ever know, oh


She's an easy lover
She'll get a hold on you believe it
She's like no other
Before you know it you'll be on your knees
(You'll be down on your knees)
She's an easy lover
She'll take your heart but you won't feel it
She's like no other
And I'm just trying to make you see
(Trying to make you see, yeah)

She's an easy lover
She'll get a hold on you believe it
(Get a hold on you)
Like no other
Before you know it you'll be on your knees
(You'll be on your knees)
She's an easy lover
She'll take your heart but you won't feel it
(You won't feel it)
She's like no other
And I'm just trying to make you see
(Trying to make you see)

She's an easy lover
She'll get a hold on you believe it...",Happy
Eden - Hunted Version,Hunted,Anna Calvi,5zfsg3FNA03fCUZzW2a9Fr,2020-03-06,35,257815,0.158,0.965,0.0963,0.105,0.0752,0.0395,-18.225,0.0398,71.012,0,4,"I tell a lie
I'm a needle in the heart
You're a shadow in the dark
In a woodchip house
In the garden we hide
With our shoes untied

The storm rising up
Our hair's tangled up
My words are tangled up
The home we're thinking of
We'll fall soon enough
We'll fall through the ground

I tell a lie
On your bed so small
With your heroes on the wall
In the fading light
Through the window I see
All your poplar trees

The storm rising up
Our hair tangled up
My words are tangled up
The home we're thinking of
We'll fall soon enough
We'll fall through the ground

Eden night
Eden night",Sad
